iter	Passed	Remaining
541	33193	28048
542	33248	27982
543	33298	27912
544	33356	27847
545	33413	27783
546	33467	27715
547	33521	27649
548	33567	27575
549	33618	27506
550	33685	27449
551	33750	27391
552	33803	27324
553	33857	27257
554	33909	27188
555	33964	27122
556	34021	27058
557	34073	26990
558	34125	26921
559	34180	26856
560	34234	26789
561	34290	26724
562	34343	26657
563	34398	26591
564	34454	26526
565	34505	26458
566	34561	26393
567	34615	26327
568	34676	26266
569	34739	26207
570	34800	26145
571	34876	26096
572	34944	26040
573	35001	25976
574	35059	25913
575	35113	25847
576	35174	25786
577	35234	25724
578	35294	25662
579	35349	25597
580	35407	25534
581	35467	25473
582	35521	25407
583	35579	25344
584	35637	25281
585	35699	25221
586	35762	25161
587	35820	25099
588	35884	25039
589	35943	24977
590	36004	24916
591	36065	24856
592	36123	24793
593	36180	24729
594	36231	24661
595	36285	24596
596	36349	24537
597	36407	24474
598	36458	24406
599	36510	24340
600	36564	24275
601	36621	24211
602	36681	24149
603	36736	24085
604	36790	24020
605	36849	23958
606	36901	23891
607	36960	23830
608	37015	23765
609	37069	23699
610	37126	23637
611	37191	23578
612	37245	23513
613	37301	23450
614	37358	23386
615	37410	23321
616	37463	23255
617	37514	23188
618	37571	23125
619	37620	23057
620	37672	22991
621	37723	22925
622	37776	22859
623	37829	22794
624	37879	22727
625	37937	22665
626	37991	22600
627	38043	22535
628	38098	22471
629	38156	22409
630	38208	22344
631	38263	22280
632	38336	22226
633	38399	22167
634	38456	22105
635	38510	22040
636	38564	21976
637	38615	21910
638	38665	21844
639	38722	21781
640	38779	21719
641	38838	21657
642	38887	21590
643	38943	21527
644	38997	21463
645	39052	21400
646	39106	21336
647	39165	21275
648	39220	21211
649	39278	21149
650	39328	21083
651	39386	21022
652	39448	20962
653	39506	20900
654	39571	20843
655	39637	20785
656	39699	20726
657	39757	20664
658	39817	20603
659	39880	20544
660	39936	20481
661	39991	20418
662	40048	20356
663	40106	20294
664	40167	20234
665	40220	20170
666	40273	20106
667	40331	20045
668	40388	19982
669	40444	19920
670	40499	19857
671	40562	19798
672	40621	19737
673	40677	19674
674	40728	19610
675	40781	19546
676	40838	19484
677	40892	19420
678	40944	19356
679	41001	19294
680	41052	19230
681	41102	19165
682	41161	19104
683	41216	19041
684	41267	18977
685	41320	18913
686	41375	18850
687	41430	18788
688	41484	18725
689	41536	18661
690	41591	18598
691	41647	18536
692	41700	18473
693	41757	18412
694	41815	18350
695	41862	18284
696	41913	18220
697	41967	18158
698	42020	18094
699	42071	18030
700	42129	17969
701	42185	17907
702	42239	17845
703	42298	17784
704	42351	17721
705	42405	17659
706	42457	17595
707	42511	17532
708	42562	17469
709	42614	17405
710	42668	17343
711	42719	17279
712	42769	17215
713	42840	17160
714	42904	17101
715	42961	17040
716	43016	16978
717	43076	16918
718	43123	16853
719	43170	16788
720	43222	16725
721	43278	16663
722	43333	16602
723	43380	16537
724	43438	16476
725	43492	16414
726	43553	16355
727	43612	16294
728	43670	16234
729	43726	16172
730	43784	16112
731	43857	16057
732	43915	15996
733	43969	15934
734	44030	15875
735	44088	15814
736	44144	15753
737	44196	15690
738	44249	15628
739	44310	15568
740	44364	15506
741	44417	15444
742	44467	15381
743	44514	15316
744	44572	15256
745	44624	15194
746	44674	15130
747	44725	15067
748	44776	15005
749	44830	14943
750	44883	14881
751	44939	14820
752	44997	14760
753	45053	14699
754	45108	14637
755	45170	14578
756	45231	14519
757	45293	14460
758	45341	14397
759	45398	14336
760	45450	14274
761	45507	14213
762	45558	14151
763	45611	14089
764	45660	14026
765	45708	13963
766	45760	13901
767	45816	13840
768	45870	13779
769	45928	13718
770	45980	13656
771	46035	13595
772	46090	13535
773	46144	13473
774	46199	13412
775	46256	13352
776	46304	13289
777	46365	13230
778	46424	13170
779	46473	13107
780	46528	13047
781	46585	12986
782	46643	12926
783	46696	12865
784	46750	12804
785	46797	12741
786	46849	12679
787	46901	12618
788	46957	12557
789	47007	12495
790	47056	12433
791	47114	12373
792	47175	12314
793	47230	12253
794	47280	12191
795	47335	12131
796	47391	12070
797	47441	12009
798	47503	11950
799	47558	11889
800	47622	11831
801	47678	11771
802	47733	11710
803	47785	11649
804	47844	11589
805	47898	11528
806	47953	11468
807	48002	11406
808	48055	11345
809	48112	11285
810	48168	11225
811	48222	11164
812	48274	11103
813	48336	11044
814	48397	10985
815	48458	10926
816	48522	10868
817	48582	10809
818	48647	10751
819	48713	10693
820	48796	10638
821	48864	10581
822	48923	10521
823	48983	10462
824	49038	10402
825	49097	10342
826	49162	10284
827	49220	10224
828	49280	10165
829	49333	10104
830	49387	10043
831	49445	9984
832	49525	9928
833	49576	9867
834	49632	9807
835	49695	9748
836	49755	9689
837	49817	9630
838	49875	9570
839	49934	9511
840	49992	9451
841	50046	9391
842	50100	9330
843	50175	9274
844	50237	9215
845	50287	9153
846	50336	9092
847	50399	9033
848	50455	8973
849	50515	8914
850	50572	8854
851	50627	8794
852	50691	8735
853	50744	8675
854	50808	8616
855	50874	8558
856	50953	8502
857	51015	8443
858	51078	8384
859	51129	8323
860	51186	8263
861	51240	8203
862	51297	8143
863	51353	8083
864	51416	8024
865	51473	7964
866	51527	7904
867	51581	7844
868	51647	7785
869	51712	7727
870	51768	7667
871	51821	7606
872	51878	7546
873	51938	7487
874	51992	7427
875	52046	7367
876	52104	7307
877	52164	7248
878	52230	7189
879	52286	7129
880	52342	7070
881	52403	7010
882	52456	6950
883	52511	6890
884	52564	6830
885	52624	6771
886	52683	6711
887	52741	6652
888	52797	6592
889	52854	6532
890	52914	6473
891	52977	6414
892	53032	6354
893	53091	6294
894	53140	6234
895	53194	6174
896	53251	6114
897	53308	6055
898	53366	5995
899	53431	5936
900	53489	5877
901	53545	5817
902	53596	5757
903	53649	5697
904	53700	5637
905	53750	5576
906	53806	5517
907	53859	5457
908	53912	5397
909	53964	5337
910	54016	5277
911	54069	5217
912	54120	5157
913	54176	5097
914	54236	5038
915	54290	4978
916	54344	4918
917	54405	4859
918	54460	4800
919	54519	4740
920	54586	4682
921	54646	4623
922	54712	4564
923	54766	4504
924	54818	4444
925	54871	4384
926	54955	4327
927	55022	4268
928	55083	4209
929	55153	4151
930	55219	4092
931	55276	4033
932	55349	3974
933	55424	3916
934	55480	3856
935	55547	3798
936	55614	3739
937	55688	3680
938	55757	3622
939	55815	3562
940	55890	3504
941	55951	3445
942	56010	3385
943	56079	3326
944	56163	3268
945	56239	3210
946	56325	3152
947	56390	3093
948	56455	3033
949	56523	2974
950	56579	2915
951	56645	2856
952	56713	2796
953	56772	2737
954	56834	2678
955	56898	2618
956	56952	2558
957	57006	2499
958	57061	2439
959	57114	2379
960	57171	2320
961	57225	2260
962	57280	2200
963	57336	2141
964	57386	2081
965	57439	2021
966	57490	1961
967	57548	1902
968	57601	1842
969	57652	1783
970	57702	1723
971	57750	1663
972	57801	1603
973	57856	1544
974	57908	1484
975	57966	1425
976	58037	1366
977	58100	1306
978	58156	1247
979	58213	1188
980	58264	1128
981	58322	1069
982	58375	1009
983	58418	949
984	58475	890
985	58534	831
986	58586	771
987	58632	712
988	58687	652
989	58739	593
990	58780	533
991	58833	474
992	58880	415
993	58931	355
994	58981	296
995	59034	237
996	59095	177
997	59153	118
998	59212	59
999	59269	0
