iter	Logloss
0	0.6060882473
1	0.5304183862
2	0.463282064
3	0.4032919726
4	0.352718876
5	0.3081861193
6	0.2653971024
7	0.2302039882
8	0.2013339704
9	0.174148924
10	0.1533352992
11	0.1353941197
12	0.1181582606
13	0.1030399249
14	0.0904985495
15	0.07979306554
16	0.07066222804
17	0.06332639661
18	0.05751316883
19	0.05242968736
20	0.0479557106
21	0.04378001711
22	0.04003396131
23	0.03701369987
24	0.03434946818
25	0.03201667971
26	0.02990724107
27	0.0279483432
28	0.02627600212
29	0.02480046284
30	0.02346375794
31	0.02201475554
32	0.0209536218
33	0.01973083223
34	0.01889006036
35	0.01812381356
36	0.01742630223
37	0.01668215722
38	0.0161122146
39	0.01559233322
40	0.01509238574
41	0.0145061153
42	0.01410598237
43	0.01374652169
44	0.01340362982
45	0.01310961093
46	0.01274950089
47	0.01248482051
48	0.01217346518
49	0.01193773169
50	0.01173396318
51	0.01154399198
52	0.01137177674
53	0.01111642399
54	0.01095757984
55	0.01081846987
56	0.01068542397
57	0.01053041575
58	0.01037295066
59	0.01026436971
60	0.01015066413
61	0.01001108667
62	0.009919966005
63	0.009832015174
64	0.009740351144
65	0.0096382337
66	0.009498013563
67	0.009368751159
68	0.009227614438
69	0.009130221615
70	0.009014051362
71	0.008944871267
72	0.008878959748
73	0.008765134233
74	0.008666656348
75	0.008571535182
76	0.008481798044
77	0.008401750035
78	0.008322795457
79	0.008249829081
80	0.008181783699
81	0.008142968605
82	0.008074004964
83	0.008012152525
84	0.007925131668
85	0.00786703371
86	0.007810088875
87	0.007756035493
88	0.00762377285
89	0.007570684588
90	0.007524506134
91	0.007482244503
92	0.00743549423
93	0.007334907587
94	0.007293495596
95	0.00724855004
96	0.007211408563
97	0.007162446326
98	0.007120825132
99	0.007020205017
100	0.006993075678
101	0.006909976106
102	0.006879472754
103	0.006801608816
104	0.00677531238
105	0.006736132995
106	0.006643550707
107	0.006622757683
108	0.006594532682
109	0.006569949472
110	0.006500157949
111	0.006467761736
112	0.006403893703
113	0.006381081739
114	0.006360329997
115	0.006300811696
116	0.006281522139
117	0.006262021706
118	0.006186822167
119	0.006169626863
120	0.006144051756
121	0.006120324323
122	0.006091789703
123	0.006067690727
124	0.006044854216
125	0.006028897947
126	0.006017233391
127	0.005989250507
128	0.005968555668
129	0.005917358036
130	0.00589242783
131	0.005872227824
132	0.005856759694
133	0.005834336009
134	0.00581995294
135	0.005801459467
136	0.005780663096
137	0.005765831498
138	0.005744902353
139	0.005698456678
140	0.005679099618
141	0.005620656338
142	0.005570903595
143	0.005553839391
144	0.005539201375
145	0.005525614948
146	0.00547962896
147	0.005465906412
148	0.005454441575
149	0.005438396604
