iter	Passed	Remaining
373	5468	9152
374	5482	9137
375	5497	9124
376	5512	9109
377	5526	9094
378	5541	9079
379	5555	9064
380	5571	9051
381	5586	9037
382	5600	9022
383	5615	9007
384	5629	8992
385	5644	8977
386	5658	8962
387	5673	8948
388	5687	8933
389	5701	8918
390	5717	8904
391	5730	8888
392	5745	8874
393	5759	8859
394	5774	8844
395	5789	8830
396	5805	8817
397	5820	8803
398	5834	8788
399	5850	8775
400	5864	8760
401	5879	8746
402	5895	8733
403	5910	8719
404	5924	8703
405	5938	8688
406	5952	8672
407	5966	8657
408	5981	8643
409	5996	8628
410	6009	8612
411	6024	8598
412	6039	8584
413	6053	8568
414	6067	8553
415	6081	8537
416	6095	8522
417	6110	8507
418	6123	8491
419	6138	8476
420	6152	8461
421	6166	8446
422	6181	8432
423	6195	8417
424	6210	8402
425	6224	8387
426	6239	8372
427	6254	8358
428	6269	8345
429	6284	8331
430	6300	8317
431	6314	8302
432	6329	8288
433	6344	8273
434	6359	8260
435	6373	8245
436	6388	8230
437	6403	8216
438	6418	8202
439	6433	8187
440	6447	8173
441	6462	8158
442	6477	8144
443	6491	8128
444	6506	8114
445	6520	8099
446	6534	8084
447	6549	8070
448	6564	8055
449	6578	8040
450	6592	8025
451	6608	8012
452	6623	7997
453	6637	7981
454	6650	7966
455	6664	7950
456	6679	7936
457	6693	7920
458	6707	7905
459	6722	7891
460	6737	7877
461	6750	7861
462	6765	7846
463	6780	7832
464	6795	7818
465	6810	7804
466	6824	7789
467	6839	7775
468	6854	7760
469	6868	7745
470	6882	7729
471	6895	7714
472	6910	7699
473	6925	7685
474	6940	7670
475	6954	7655
476	6969	7641
477	6984	7627
478	6999	7613
479	7015	7600
480	7031	7586
481	7045	7571
482	7060	7557
483	7074	7542
484	7088	7527
485	7102	7512
486	7117	7497
487	7132	7483
488	7147	7469
489	7162	7454
490	7176	7439
491	7190	7424
492	7205	7409
493	7220	7395
494	7235	7381
495	7250	7367
496	7266	7354
497	7282	7341
498	7299	7328
499	7315	7315
500	7331	7302
501	7347	7289
502	7364	7276
503	7380	7263
504	7395	7248
505	7408	7232
506	7422	7217
507	7438	7204
508	7452	7189
509	7467	7174
510	7483	7160
511	7497	7145
512	7511	7131
513	7526	7116
514	7540	7100
515	7554	7085
516	7569	7071
517	7583	7056
518	7598	7042
519	7613	7027
520	7627	7012
521	7642	6998
522	7657	6983
523	7671	6968
524	7685	6953
525	7699	6938
526	7713	6923
527	7727	6907
528	7741	6893
529	7756	6878
530	7771	6863
531	7785	6848
532	7800	6834
533	7814	6819
534	7828	6804
535	7842	6788
536	7856	6774
537	7870	6759
538	7885	6744
539	7900	6729
540	7915	6715
541	7931	6702
542	7945	6686
543	7960	6672
544	7974	6658
545	7989	6643
546	8003	6627
547	8017	6612
548	8031	6597
549	8047	6584
550	8060	6568
551	8074	6553
552	8089	6538
553	8103	6523
554	8117	6508
555	8131	6493
556	8145	6478
557	8160	6464
558	8174	6449
559	8189	6434
560	8202	6419
561	8217	6404
562	8230	6388
563	8245	6374
564	8260	6359
565	8274	6344
566	8288	6329
567	8302	6314
568	8318	6301
569	8333	6286
570	8348	6272
571	8363	6257
572	8378	6243
573	8392	6228
574	8407	6214
575	8422	6199
576	8436	6184
577	8450	6170
578	8464	6154
579	8478	6139
580	8492	6124
581	8506	6109
582	8521	6095
583	8536	6081
584	8551	6066
585	8566	6052
586	8580	6037
587	8595	6022
588	8609	6007
589	8624	5993
590	8639	5979
591	8654	5964
592	8668	5949
593	8683	5935
594	8699	5921
595	8713	5906
596	8727	5891
597	8741	5876
598	8755	5861
599	8769	5846
600	8783	5831
601	8797	5816
602	8811	5801
603	8826	5786
604	8840	5771
605	8855	5757
606	8869	5742
607	8883	5727
608	8897	5712
609	8911	5697
610	8925	5682
611	8940	5668
612	8955	5653
613	8969	5638
614	8984	5624
615	8998	5609
616	9013	5595
617	9027	5579
618	9042	5565
619	9056	5550
620	9070	5535
621	9085	5521
622	9099	5506
623	9114	5491
624	9128	5476
625	9142	5462
626	9156	5447
627	9171	5432
628	9186	5418
629	9200	5403
630	9214	5388
631	9228	5373
632	9242	5358
633	9257	5344
634	9271	5329
635	9285	5314
636	9298	5299
637	9312	5283
638	9327	5269
639	9342	5255
640	9357	5240
641	9371	5225
642	9385	5211
643	9399	5196
644	9414	5181
645	9429	5167
646	9443	5152
647	9460	5139
648	9479	5126
649	9494	5112
650	9509	5097
651	9522	5082
652	9536	5067
653	9551	5053
654	9567	5039
655	9581	5024
656	9595	5009
657	9609	4994
658	9623	4979
659	9637	4964
660	9651	4949
661	9665	4935
662	9680	4920
663	9693	4905
664	9708	4890
665	9723	4876
666	9736	4860
667	9749	4845
668	9764	4831
669	9777	4815
670	9791	4801
671	9806	4786
672	9820	4771
673	9835	4757
674	9849	4742
675	9866	4728
676	9880	4714
677	9894	4699
678	9910	4685
679	9923	4670
680	9937	4655
681	9951	4640
682	9967	4625
683	9981	4611
684	9996	4596
685	10011	4582
686	10026	4567
687	10040	4553
688	10055	4538
689	10069	4524
690	10083	4509
691	10098	4494
692	10113	4480
693	10127	4465
694	10140	4450
695	10156	4436
696	10169	4420
697	10183	4406
698	10197	4391
699	10210	4375
700	10224	4361
701	10239	4346
702	10253	4331
703	10267	4317
704	10282	4302
705	10296	4287
706	10310	4273
707	10326	4258
708	10341	4244
709	10355	4229
710	10369	4214
711	10383	4200
712	10397	4185
713	10411	4170
714	10425	4155
715	10439	4140
716	10454	4126
717	10469	4112
718	10483	4097
719	10497	4082
720	10511	4067
721	10525	4052
722	10539	4037
723	10553	4023
724	10567	4008
725	10582	3993
726	10595	3978
727	10609	3964
728	10623	3949
729	10637	3934
730	10651	3919
731	10664	3904
732	10679	3889
733	10694	3875
734	10708	3861
735	10724	3846
736	10737	3831
737	10752	3817
738	10768	3803
739	10781	3788
740	10796	3773
741	10810	3758
742	10824	3744
743	10838	3729
744	10851	3714
745	10866	3699
746	10881	3685
747	10895	3670
748	10910	3656
749	10924	3641
750	10939	3627
751	10954	3612
752	10968	3597
753	10982	3583
754	10998	3568
755	11012	3554
756	11026	3539
757	11041	3525
758	11055	3510
759	11070	3495
760	11084	3481
761	11098	3466
762	11113	3451
763	11127	3437
764	11141	3422
765	11155	3407
766	11169	3393
767	11183	3378
768	11198	3364
769	11212	3349
770	11226	3334
771	11242	3320
772	11256	3305
773	11270	3290
774	11284	3276
775	11297	3261
776	11311	3246
777	11326	3231
778	11340	3217
779	11356	3203
780	11370	3188
781	11385	3173
782	11399	3159
783	11414	3144
784	11429	3130
785	11443	3115
786	11458	3101
787	11473	3086
788	11486	3071
789	11500	3057
790	11515	3042
791	11529	3028
792	11545	3013
793	11558	2998
794	11573	2984
795	11586	2969
796	11600	2954
797	11614	2940
798	11629	2925
799	11643	2910
800	11657	2896
801	11671	2881
802	11685	2866
803	11699	2852
804	11714	2837
805	11727	2822
806	11741	2808
807	11755	2793
808	11769	2778
809	11783	2764
810	11796	2749
811	11810	2734
812	11826	2720
813	11841	2705
814	11856	2691
815	11870	2676
816	11885	2662
817	11899	2647
818	11913	2632
819	11928	2618
820	11941	2603
821	11955	2588
822	11971	2574
823	11985	2560
824	11999	2545
825	12013	2530
826	12027	2516
827	12041	2501
828	12056	2486
829	12069	2472
830	12084	2457
831	12098	2442
832	12111	2428
833	12126	2413
834	12141	2399
835	12157	2384
836	12171	2370
837	12186	2355
838	12200	2341
839	12215	2326
840	12228	2311
841	12242	2297
842	12257	2282
843	12271	2268
844	12284	2253
845	12299	2238
846	12312	2224
847	12327	2209
848	12342	2195
849	12356	2180
850	12371	2166
851	12386	2151
852	12400	2136
853	12415	2122
854	12429	2107
855	12444	2093
856	12459	2079
857	12474	2064
858	12489	2050
859	12503	2035
860	12517	2020
861	12531	2006
862	12545	1991
863	12560	1977
864	12574	1962
865	12588	1947
866	12602	1933
867	12617	1918
868	12633	1904
869	12648	1890
870	12661	1875
871	12677	1860
872	12690	1846
873	12703	1831
874	12718	1816
875	12732	1802
876	12746	1787
877	12761	1773
878	12776	1758
879	12791	1744
880	12806	1729
881	12820	1715
882	12835	1700
883	12848	1685
884	12863	1671
885	12877	1656
886	12892	1642
887	12906	1627
888	12920	1613
889	12935	1598
890	12949	1584
891	12964	1569
892	12978	1555
893	12992	1540
894	13006	1525
895	13021	1511
896	13035	1496
897	13050	1482
898	13064	1467
899	13077	1453
900	13092	1438
901	13105	1423
902	13120	1409
903	13134	1394
904	13148	1380
905	13162	1365
906	13178	1351
907	13193	1336
908	13207	1322
909	13222	1307
910	13237	1293
911	13250	1278
912	13264	1263
913	13279	1249
914	13292	1234
915	13306	1220
916	13319	1205
917	13333	1191
918	13348	1176
919	13363	1162
920	13377	1147
921	13391	1132
922	13405	1118
923	13419	1103
924	13433	1089
925	13447	1074
926	13461	1060
927	13475	1045
928	13488	1030
929	13503	1016
930	13517	1001
931	13532	987
932	13546	972
933	13561	958
934	13575	943
935	13589	929
936	13604	914
937	13620	900
938	13636	885
939	13650	871
940	13665	856
941	13681	842
942	13695	827
943	13708	813
944	13722	798
945	13735	784
946	13751	769
947	13764	755
948	13778	740
949	13792	725
950	13806	711
951	13820	696
952	13834	682
953	13849	667
954	13863	653
955	13877	638
956	13891	624
957	13905	609
958	13918	595
959	13932	580
960	13945	565
961	13959	551
962	13974	536
963	13988	522
964	14002	507
965	14016	493
966	14031	478
967	14047	464
968	14061	449
969	14077	435
970	14091	420
971	14105	406
972	14120	391
973	14135	377
974	14149	362
975	14163	348
976	14178	333
977	14191	319
978	14205	304
979	14218	290
980	14232	275
981	14246	261
982	14260	246
983	14274	232
984	14288	217
985	14303	203
986	14318	188
987	14332	174
988	14346	159
989	14359	145
990	14374	130
991	14389	116
992	14402	101
993	14416	87
994	14430	72
995	14444	58
996	14459	43
997	14472	29
998	14486	14
999	14500	0
